"Sample","CTD.category","Cop.Corr.R1","Cop.Corr.R3","L1","L3","Krill.pos.R1","Krill.pos.R3","Sample.number","Bottle.number","Sampling.time.UTC","Date","Latitude","Longitude","Sampling.method","Sampling.type","Sampling.depth","CTD.depth","seawater.temperature","sea.ice","Filter.halved","Filtering.time.UTC","Storage.boxes","Collectors","Comments","Time.between.filtering.and.sampling","Time.between.decimal","Percent.of.5.Litres","CTD.number.x","pr","pr.2","class.strict","model.method","Euphausia.crystallorophias","Euphausia.frigida","Euphausia.superba","Thysanoessa.gregaria","Thysanoessa.macrura","Total","Sample.ID","CTD.number.y","lat_dec","long_dec","presence","count","count.class","depth","E.crystallorophias.presence","E.frigida.presence","E.superba.presence","T.gregaria.presence","T.macrura.presence","E.crystal.pres.prop","E.frig.pres.prop","E.super.pres.prop","T.greg.pres.prop","T.mac.pres.prop","krill.detection","E.crystal.read.prop","E.frig.read.prop","E.super.read.prop","T.greg.read.prop","T.mac.read.prop","Average.Cq","Diff.Cq","Dilution.factor","Meta.copies","Meta.E.sup.copies","Meta.E.cry.copies","Meta.E.fri.copies","Meta.T.gre.copies","Meta.T.mac.copies","Meta.Euphausiids.copies","Meta.E.sup.L1","Meta.E.cry.L1","Meta.E.fri.L1","Meta.T.gre.L1","Meta.T.mac.L1","Meta.Euphausiids.L1","eDNA_pres","metag_pres","sample_date","transect","water_depth","ntod.prev","curr_v","trawlno.tr","trawltype.tr","date.tr","net_open_date_utc_YYYYMMDD.tr","net_open_time_utc.tr","net_open_lat_deg.tr","net_open_lat_min.tr","net_open_lat_dec.tr","net_open_lon_deg.tr","net_open_lon_dec_min.tr","net_open_lon_dec.tr","X.tr","net_open_depth.tr","net_close_date_utc.tr","net_close_time_utc.tr","net_close_lat_deg.tr","net_close_lat_min.tr","net_close_lat_dec.tr","net_close_lon_deg.tr","net_close_lon_min.tr","net_close_lon_dec.tr","X.1.tr","net_close_depth.tr","flow_meter_start.tr","flow_meter_end.tr","bottom_depth.tr","ship_speed_knots.tr","ship_heading.tr","bio_tube_no.tr","igr_exp_no.tr","ecotox.tr","gravids.tr","SIA.tr","Swarm.Study.tr","notes.tr","Trawl.tr","Filtered.volume..m3..tr","E.superba.estimate.tr","Crystal..62.2..tr","Tmac..33.7..tr","Triacantha..assume.62.2..tr","longitude.tr","latitude.tr","open_date_time.tr","close_date_time.tr","date_time.tr","transect.tr","Date.tr","Latitude.tr","Longitude.tr","Depth.tr","E.superba.tr","E.superba.gravid.tr","E.superba.juvenile.tr","E.superba.calyptopsis.I.tr","E.superba.furcilia.II.tr","E.superba.furcilia.II.1.tr","E.superba.late.stage.furcilia.tr","E.superba.total.tr","T.macrura.tr","T.macrura.calyptopsis.I.tr","T.macrura.calypopsis.II.tr","T.macrura.calyptopsis.III.tr","T.macrura.late.furcilia.tr","T.macrura.furcilia.I.tr","T.macrura.furcilia.II.tr","T.macrura.furcilia.III.tr","T.macrura.furcilia.IV.tr","T.macrura.furcilia.V.tr","T.macrura.furcilia.VI.tr","T.macrura.juvenile.tr","T.macrura.total.tr","Euphausiid.calyptopsis.tr","Euphausiid.calyptopsis.I.tr","Euphausiid.calyptopsis.II.tr","Euphausiid.furcilia.tr","Euphausiid.furcilia.I.tr","Euphausiid.juvenile.tr","Euphausiid.total.tr","distance.tr","Sampling.type.tr"
"125A","47 bottom",NA,NA,NA,NA,"No","No",125,"1","2:40","5/03/2021",-67.99742,74.99333,"CTD","CTD 47","480","bottom",-1.88,"Yes","AB","17:30","2A+2B","Maddie","Ice present","14:50",14.83,1,47,NA,NA,"eDNA no krill",NA,0,0,75,0,0,75,"X125A",47,68.21805556,75.15,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,1,58.268754724806,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-05 02:40:00,NA,499,0.636379477250726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126A","47 top",257.106607500857,60.0698218776909,5.54949081406162,4.09550758361198,"Yes","Yes",126,"10","3:04","5/03/2021",-67.99422,74.99377,"CTD","CTD 47","5","top",-1.19,"Yes","AB","17:30","2A+2B","Maddie","Ice present, 4.5 L filtered","14:26",14.43,0.9,47,0.112813188144391,0.112813188144391,"undetermined","model",44036,0,0,0,0,44036,"X126A",47,68.21805556,75.15,"n","0",0,"top",1,0,FALSE,0,0,1,0,0,0,0,1,1,0,0,0,0,43.16420651,3.472892746,0.166666667,43.2783033676874,0,43.2783033676874,0,0,0,43.2783033676874,NA,3.76765143246871,NA,NA,NA,3.76765143246871,"eDNA present","metagenomics E.superba absent",2021-03-05 03:04:00,NA,498,0.706067998760843,NA,"R28","routine","5/03/2021",20210305,"3:55:17",-67,58.42,-67.97366667,75,0.46,75.00766667,"E","200",20210305,"4:08:46",-67,58.17,-67.9695,75,1.49,75.02483333,"E","20",598471,633258,"483",2,"83.5","","","","","","","Sea ice edge","R28",7587.74044,2.899414,1.71329,2.504039,0,75.01625,-67.971583335,1614916517,1614917326,2021-03-05 15:02:01,NA,"3/05/2021",-67.97366667,75.00766667,"483",0,0,5.255085878,0,8.408137405,7.357120229,0,21.02034351,0,0,0,0,0,0,0,0,0,0,0,1.051017176,1.051017176,0,0,0,1.051017176,0,0,1.051017176,2.35769583125706,"CTD 47"
"127A","48 bottom",819.418069710586,44.425007715449,6.70859441723792,3.79380254771428,"Yes","Yes",127,"4","9:08","5/03/2021",-67.674,74.64737,"CTD","CTD 48","473","bottom",-1.89,"Yes","AB","18:20","2A+2B","Maddie","Ice present","9:12",9.2,1,48,0.999632174126603,0.999632174126603,"old","model",0,0,0,0,0,1136,"X127A",48,67.78888889,74.86722222,"y","10-100",100,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,0.133333333,437.015661528584,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-05 09:08:00,5,481,1.12300046591086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128A","48 top",NA,NA,NA,NA,"No","No",128,"11","9:39","5/03/2021",-67.67687,74.64172,"CTD","CTD 48","5","top",-1.11,"Yes","AB","18:20","2A+2B","Maddie","Ice present, 3 L","8:41",8.68,0.6,48,NA,NA,"eDNA no krill",NA,19707,0,0,0,0,19707,"X128A",48,67.78888889,74.86722222,"n","0",0,"top",1,0,FALSE,0,0,1,0,0,0,0,1,1,0,0,0,0,42.46017451,0,1,17.630639596291,0,17.630639596291,0,0,0,17.630639596291,NA,2.8696382746111,NA,NA,NA,2.8696382746111,"eDNA absent","metagenomics E.superba absent",2021-03-05 09:39:00,5,483,1.12296895929183,NA,"R29","routine","5/03/2021",20210305,"10:11:18",-67,40.66,-67.67766667,74,40.87,74.68116667,"E","200",20210305,"10:26:21",-67,41.04,-67.684,74,38.92,74.64866667,"E","30",633259,671893,"485",1.8,"129","","","","","","","Very chirpy deck box ","R29",8426.84808,0,59.14338,0,0,74.66491667,-67.680833335,1614939078,1614939981,2021-03-05 21:18:49,5,"3/05/2021",-67.67766667,74.68116667,"485",0,0,0,0,0,0,0,0,41.63991089,0,0,0,0,0,0,0,0,0,0,0,41.63991089,3.785446445,0,0,0,0,71.92348245,75.7089289,1.66836303104058,"CTD 48"
"129A","49 top",52.1786388808698,56.7761090661002,3.95467319429496,4.03911562221034,"Yes","Yes",129,"2","15:10","5/03/2021",-67.3339,74.5898,"CTD","CTD 49","5","top",-0.98,"Yes","AB","18:50","2A+2B","Maddie","Ice present, filter dropped but onto bleached/milliQ'd surface","3:40",3.67,1,49,0.0252640715119001,0.0252640715119001,"recent","model",0,0,0,0,0,3831,"X129A",49,67.57833333,74.73305556,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,0.133333333,437.015661528584,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-05 15:10:00,5,436,1.56383464656846,NA,"R30","routine","5/03/2021",20210305,"15:37",-67,20.08,-67.33466667,74,36.92,74.61533333,"E","200",20210305,"15:56",-67,20.19,-67.3365,74,38.55,74.6425,"E","30",671893,751629,"451",2,"101","","","","","ü","","Very chirpy deck box","R30",17392.01632,0.862465,0,0,0,74.628916665,-67.335583335,1614958620,1614959760,2021-03-06 02:46:30,5,"3/05/2021",-67.33466667,74.61533333,"451",11.00483631,0,0,3.668278769,0,0,0,14.67311508,22.00967261,0,0,0,0,7.336557538,0,0,0,0,0,0,29.34623015,0,0,0,0,0,0,0,1.09740598563556,"CTD 49"
"131A","49 bottom",400.698486117865,NA,5.99320923954129,NA,"Yes","No",131,"8","14:12","5/03/2021",-67.33237,74.59232,"CTD","CTD 49","445","bottom",-1.87,"Yes","AB","19:20","2A+2B","Maddie","Ice present, filter dropped but onto bleached/milliQ'd surface","5:08",5.13,1,49,NA,1,"old","manual",0,0,46264,0,0,46264,"X131A",49,67.57833333,74.73305556,"y","<10",10,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,40.94960029,0.440271725,1,30.1586261017137,30.1586261017137,0,0,0,0,30.1586261017137,3.40647098844545,NA,NA,NA,NA,3.40647098844545,"eDNA present","metagenomics E.superba present",2021-03-05 14:12:00,5,435,1.47346752058554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132A","50 bottom",3609.21109241628,1607.71584430598,8.19124449348819,7.38256972038314,"Yes","Yes",132,"3","1:15","6/03/2021",-66.95377,75.0081,"CTD","CTD 50","381","bottom",-0.92,"No","AB","5:15","2A+2B","Jez/Dez","No sea ice but bergy bits","4:00",4,1,50,0.0209945433360512,0.0209945433360512,"recent","model",0,0,154074,0,0,154737,"X132A",50,67.01277778,75.135,"y","100-1000",1000,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,32.44620731,1.545194004,1,10981.8244959177,10934.7707877497,0,0,0,0,10934.7707877497,9.29970297155141,NA,NA,NA,NA,9.29970297155141,"eDNA present","metagenomics E.superba present",2021-03-06 01:15:00,5,421,0.559435393313764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133A","50 top",667.408823012741,53.7091960320076,6.50340278620703,3.98358423512181,"Yes","Yes",133,"6","1:45","6/03/2021",-66.95265,75.0055,"CTD","CTD 50","5","top",-0.44,"No","AB","5:15","2A+2B","Jez/Dez","No sea ice but bergy bits","3:30",3.5,1,50,0.987860092044517,0.987860092044517,"old","model",0,0,0,0,0,14,"X133A",50,67.01277778,75.135,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,42.59085176,1.323308678,0.183333333,52.7008071331639,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-06 01:45:00,5,421,0.559416863672183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134A","51 bottom",365.868542446304,29.7202369238856,5.90227409523909,3.39182819168473,"Yes","Yes",134,"2","5:10","6/03/2021",-66.80133,75.00278,"CTD","CTD 51","1754","bottom",-0.1,"No","AB","7:46","2A+2B","Jez/Dez","","2:36",2.6,1,51,0.986914834090206,0.986914834090206,"old","model",0,0,83353,0,0,83353,"X134A",51,66.82222222,75.04638889,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,38.5752697,0,1,156.520551443396,156.520551443396,0,0,0,0,156.520551443396,5.05318732048574,NA,NA,NA,NA,5.05318732048574,"eDNA present","metagenomics E.superba present",2021-03-06 05:10:00,5,1707,0.842924760871709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135A","51 top",173.551253259914,188.707213350804,5.15647296360073,5.24019667819823,"Yes","Yes",135,"7","6:26","6/03/2021",-66.79658,74.99742,"CTD","CTD 51","5","top",-0.5,"No","AB","7:46","2A+2B","Jez/Dez","","1:20",1.33,1,51,0.0252298422739239,0.0252298422739239,"recent","model",0,0,703,0,0,17427,"X135A",51,66.82222222,75.04638889,"n","0",0,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,32.55147403,0,0.216666667,47116.7745881974,1900.67668190181,0,0,0,0,1900.67668190181,7.54996525011813,NA,NA,NA,NA,7.54996525011813,"eDNA present","metagenomics E.superba present",2021-03-06 06:26:00,5,1723,0.913892395077311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136A","52 bottom",NA,NA,NA,NA,"No","No",136,"10","12:17","6/03/2021",-66.65215,74.99828,"CTD","CTD 52","2147","bottom",-0.02,"No","AB","15:34","2A+2B","Christine","","3:17",3.28,1,52,NA,NA,"eDNA no krill",NA,0,0,0,33146,0,33146,"X136A",52,66.68583333,75.2325,"n","0",0,"bottom",0,0,FALSE,1,0,0,0,0,1,0,1,0,0,0,1,0,40.62922318,0,1,37.6626333670748,0,0,0,37.6626333670748,0,37.6626333670748,NA,NA,NA,3.62866844556067,NA,3.62866844556067,"eDNA absent","metagenomics E.superba absent",2021-03-06 12:17:00,5,2212,1.34025981718031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137A","52 top",116.529760368116,NA,4.75814669418656,NA,"Yes","No",137,"1","13:33","6/03/2021",-66.64993,75.00143,"CTD","CTD 52","5","top",-0.43,"No","AB","15:34","2A+2B","Christine","3L filtered","2:01",2.02,0.6,52,NA,1,"old","manual",0,0,7434,0,0,7434,"X137A",52,66.68583333,75.2325,"y","<10",10,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,40,0,0.283333333,342.757381137397,342.757381137397,0,0,0,0,342.757381137397,5.83702285325766,NA,NA,NA,NA,5.83702285325766,"eDNA present","metagenomics E.superba present",2021-03-06 13:33:00,5,2225,1.41135241855874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138A","53 bottom",251.763518289486,NA,5.52849022743403,NA,"Yes","No",138,"6","16:17","6/03/2021",-66.49977,75.0024,"CTD","CTD 53","2430","bottom",-0.096,"No","AB","0:30","2A+2B","Jez","left out of freezer for nearly 24 hours","8:13",8.22,1,53,NA,1,"old","manual",0,0,85591,0,0,85591,"X138A",53,66.75722222,75.04,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,39.33800611,0,1,92.2213524094953,92.2213524094953,0,0,0,0,92.2213524094953,4.52419169170568,NA,NA,NA,NA,4.52419169170568,"eDNA present","metagenomics E.superba present",2021-03-06 16:17:00,5,2445,1.67699634108874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139A","53 top",NA,NA,NA,NA,"No","No",139,"11","17:25","6/03/2021",-66.49948,75.00257,"CTD","CTD 53","5","top",-0.48,"No","AB","0:30","2A+2B","Jez","4.5L filtered in 1 hour, left out of freezer for nearly 24 hour, sorry!","7:05",7.08,0.9,53,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,53,66.75722222,75.04,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-06 17:25:00,5,2445,1.77754657430942,NA,"R32","routine","6/03/2021",20210306,"17:49:38",-66,30.19,-66.50316667,75,1.28,75.02133333,"E","214",20210306,"18:06:10",-66,30.38,-66.50633333,75,2.6,75.04333333,"E","20",796535,840206,"2429",2,"107","","","","","ü","","","R32",9525.51852,111.28,0,0,0,75.03233333,-66.50475,1615052978,1615053970,2021-03-07 04:57:54,5,"3/06/2021",-66.50316667,75.02133333,"2429",0,0,0,0,0,0,0,0,0,0,0,0,160.7440412,0,0,0,0,0,0,0,160.7440412,53.58134706,0,0,0,0,0,53.58134706,0.927421957624414,"CTD 53"
"141A","54 bottom",70.1998222712443,NA,4.2513457792799,NA,"Yes","No",141,"7","3:37","7/03/2021",-65.99946,75.00157,"CTD","CTD 54","3034","bottom",-0.12,"No","AB","22:00","2A+2B","AK/SB","","18:23",18.38,1,54,NA,1,"old","manual",0,0,33744,0,0,33821,"X141A",54,66.25194444,75.02611111,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,40.71608048,0,1,35.4608258101999,35.3800924319028,0,0,0,0,35.3800924319028,3.56614930127494,NA,NA,NA,NA,3.56614930127494,"eDNA present","metagenomics E.superba present",2021-03-07 03:37:00,5,3035,0.696915136238147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142A","54 top",192.847643443624,NA,5.26190046494579,NA,"Yes","No",142,"2","5:19","7/03/2021",-66.00067,75.00082,"CTD","CTD 54","5","top",-0.14,"No","AB","0:15","2A+2B","AK/SB","","18:56",18.93,1,54,NA,1,"old","manual",0,377,3261,0,33124,38161,"X142A",54,66.25194444,75.02611111,"y","<10",10,"top",0,1,TRUE,0,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,1,0,0.0102551547793918,0.0887057287416354,0,0.901039116478973,28.84488006,0.450338337,0.116666667,1144102.2282957,97767.8091892847,0,11302.8102006625,0,993088.289354758,1102158.9087447,11.4903506524475,NA,9.33280666410623,NA,13.8085748508118,13.9127814586119,"eDNA present","metagenomics E.superba present",2021-03-07 05:19:00,5,3035,0.840948646648129,NA,"R33","routine","7/03/2021",20210307,"5:45:21",-66,0.23,-66.00383333,75,0.99,75.0165,"E","200",20210307,"6:00:11",-66,0.48,-66.008,75,2.28,75.038,"E","30",934103,975716,"2993",2,"107","","","","","ü","","","",NA,NA,NA,NA,NA,75.02725,-66.005916665,1615095921,1615096811,2021-03-07 16:52:46,5,"3/07/2021",-66.00383333,75.0165,"2993",0,0,0,0,0,0,0,0,0,281.1562501,0,0,0,0,0,0,28.11562501,56.23125002,28.11562501,0,393.6187501,0,0,0,0,0,0,0,0.791547057236974,"CTD 54"
"143A","55 bottom",NA,NA,NA,NA,"No","No",143,"3","15:06","7/03/2021",-65.00145,74.99887,"CTD","CTD 55","3219","bottom",-0.11,"No","AB","0:15","2A+2B","AK/SB","","9:09",9.15,1,55,NA,NA,"eDNA no krill",NA,0,0,0,0,0,25,"X143A",55,65.02416667,75.24222222,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,1,58.268754724806,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-07 15:06:00,5,3226,1.58736859306062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144A","55 top",25.5876062060614,8.25367786928554,3.24210810167978,2.11065890334389,"Yes","Yes",144,"1","16:31","7/03/2021",-65.0011,74.99887,"CTD","CTD 55","5","top",0.37,"No","AB","1:50","2A+2B","Jess","","9:19",9.32,1,55,0.0409740474798003,0.0409740474798003,"recent","model",0,0,0,0,0,13616,"X144A",55,65.02416667,75.24222222,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,44.38470865,0,0.166666667,16.706735994276,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-03-07 16:31:00,5,3226,1.68541314886432,NA,"R34","routine","7/03/2021",20210307,"16:58:43",-65,0.32,-65.00533333,75,1.05,75.0175,"E","207",20210307,"17:17:16",-65,0.66,-65.011,75,2.64,75.044,"E","31",975716,31042,"3231",2,"112","","","","","ü","","","R34",12067.70712,24.85973,0,0,0,75.03075,-65.008166665,1615136323,1615137436,2021-03-08 04:07:59,5,"3/07/2021",-65.00533333,75.0175,"3231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.86195877,-4.953986258,0,0,-19.81594503,0,0,0,0,0,0,0,0.9939140427634,"CTD 55"
"145A"," ",1213447.84151475,475635.11126462,14.0089763213666,13.0724062662728,"Yes","Yes",145,"10","22:09","8/03/2021",-62.9955,76.17317,"Target trawl","TT 15","surface","",1.13,"No","AB","1:25","2A+2B","Derek","in swarm","3:16",3.27,1,NA,0.0261533958815995,0.0261533958815995,"recent","model",4,179,156794,0,5,157163,"X145A",NA,NA,NA,NA,NA,NA,NA,0,1,TRUE,0,0,0,0.5,0.5,0,0,1,0,0.00114025811876521,0.998802410467442,0,0,25.81452925,1.887784905,0.483333333,2259025.55145281,2253721.62859255,0,2572.90566933726,0,0,2256294.53426189,14.6280934648869,NA,7.85279114986746,NA,NA,14.6292344390455,"eDNA present","metagenomics E.superba present",2021-03-08 22:09:00,NA,3782,0.274867162592986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146A"," ",117419.950621861,16965.1329610366,11.6735121090923,9.73891551456083,"Yes","Yes",146,"11","22:37","8/03/2021",-62.99167,76.18867,"Target trawl","TT 15","surface","",1.12,"No","AB","1:25","2A+2B","Derek","in swarm","2:48:00 AM",2.8,1,NA,0.576445234852672,0.576445234852672,"undetermined","model",0,5968,172435,1,45,180907,"X146A",NA,NA,NA,NA,NA,NA,NA,0,1,TRUE,0,0,0,0.5,0.5,0,0,1,0,0.0334437290206165,0.966298494247656,0,0,32.25679823,0.259985584,0.316666667,39547.8679620318,37695.8139377302,0,1304.65750909255,0,0,39000.4714468227,10.5373043311367,NA,7.17369584017223,NA,NA,10.5713290134188,"eDNA present","metagenomics E.superba present",2021-03-08 22:37:00,NA,3782,0.274952843973327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
